drug,bct_id,concentration.um.,frequency[Hz],duration,force_peak_amplitude,force_width_0.5 s,force_width_0.2 s,force_width_0.8 s,force_rise_time_0.2_0.8 s,force_rise_time_0.8_max s,force_decay_time_max_0.8 s,force_decay_time_0.2_0.8 s,calc_peak_amplitude,calc_width_0.5 s,calc_width_0.2 s,calc_width_0.8 s,calc_rise_time_0.2_0.8 s,calc_rise_time_0.8_max s,calc_decay_time_max_0.8 s,calc_decay_time_0.2_0.8 s,local_frequency[Hz]
nifedipine,1.30b_B03,0.01,0.33,0.362,3.075,0.22,0.32,0.13,0.09,0.06,0.06,0.1,1.214,0.41,0.71,0.22,0.09,0.07,0.15,0.4,0.36109822131145836
nifedipine,1.30b_B03,0.01,0.33,0.38,3.04,0.22,0.32,0.13,0.09,0.07,0.06,0.1,1.192,0.4,0.69,0.21,0.09,0.07,0.14,0.39,0.33732517235904297
nifedipine,1.30b_B03,0.01,0.33,0.395,3.1,0.22,0.32,0.13,0.09,0.06,0.07,0.1,1.161,0.41,0.69,0.23,0.09,0.08,0.15,0.38,0.310765597157905
nifedipine,1.30b_B03,0.01,0.33,0.332,3.071,0.22,0.32,0.13,0.09,0.07,0.06,0.1,1.15,0.41,0.7,0.22,0.08,0.08,0.14,0.4,0.33524731302734473
nifedipine,1.30b_B03,0.01,0.33,0.38,3.069,0.22,0.32,0.13,0.09,0.06,0.06,0.1,1.127,0.41,0.73,0.22,0.1,0.08,0.14,0.41,0.33398135978037397
nifedipine,1.30b_B03,0.01,0.33,0.372,3.069,0.22,0.32,0.13,0.09,0.06,0.07,0.1,1.107,0.4,0.7,0.22,0.09,0.08,0.14,0.39,0.3124073198102572
nifedipine,1.30b_B03,0.03,0.31,0.447,3.095,0.22,0.31,0.13,0.09,0.06,0.06,0.1,1.293,0.4,0.7,0.22,0.08,0.07,0.15,0.4,0.2853820036728096
nifedipine,1.30b_B03,0.03,0.31,0.338,3.088,0.22,0.31,0.13,0.09,0.07,0.06,0.1,1.303,0.4,0.68,0.22,0.08,0.07,0.15,0.37,0.3059947310426441
nifedipine,1.30b_B03,0.03,0.31,0.379,3.071,0.22,0.31,0.13,0.09,0.06,0.06,0.1,1.302,0.41,0.68,0.22,0.08,0.08,0.14,0.38,0.3280580550561755
nifedipine,1.30b_B03,0.03,0.31,0.392,3.077,0.22,0.31,0.13,0.09,0.06,0.06,0.1,1.311,0.41,0.68,0.22,0.08,0.08,0.13,0.38,0.30441328083094865
nifedipine,1.30b_B03,0.03,0.31,0.346,3.088,0.22,0.31,0.12,0.09,0.06,0.07,0.1,1.318,0.41,0.72,0.21,0.08,0.08,0.13,0.43,0.2958257984584714
nifedipine,1.30b_B03,0.03,0.31,0.388,3.071,0.22,0.31,0.13,0.09,0.07,0.06,0.1,1.318,0.4,0.69,0.21,0.08,0.07,0.15,0.4,0.30872169157661805
nifedipine,1.30b_B03,0.03,0.31,0.341,3.075,0.22,0.31,0.13,0.09,0.06,0.06,0.1,1.316,0.4,0.69,0.22,0.08,0.08,0.14,0.39,0.3127729703911839
nifedipine,1.30b_B03,0.03,0.31,0.398,3.067,0.22,0.31,0.13,0.09,0.06,0.06,0.1,1.315,0.4,0.68,0.21,0.08,0.08,0.13,0.39,0.3250477960988456
nifedipine,1.30b_B03,0.03,0.31,0.337,3.05,0.22,0.31,0.13,0.09,0.06,0.07,0.1,1.321,0.4,0.71,0.22,0.08,0.08,0.14,0.4,0.3124005746828904
nifedipine,1.30b_B03,0.03,0.31,0.366,3.074,0.22,0.31,0.12,0.09,0.07,0.06,0.1,1.314,0.4,0.7,0.21,0.09,0.08,0.13,0.4,0.3027155001596083
nifedipine,1.30b_B03,0.03,0.31,0.364,3.058,0.22,0.31,0.13,0.09,0.06,0.06,0.1,1.321,0.41,0.7,0.21,0.09,0.08,0.14,0.4,0.29310118590288076
nifedipine,1.30b_B03,0.03,0.31,0.367,3.072,0.21,0.31,0.12,0.09,0.06,0.06,0.1,1.3,0.41,0.68,0.23,0.09,0.09,0.14,0.37,0.28229761836515
nifedipine,1.30b_B03,0.03,0.31,0.33,3.062,0.21,0.31,0.12,0.09,0.06,0.06,0.1,1.311,0.41,0.69,0.22,0.09,0.09,0.13,0.38,0.2801742383148707
nifedipine,1.30b_B03,0.03,0.31,0.331,3.059,0.21,0.31,0.12,0.09,0.07,0.06,0.1,1.325,0.41,0.69,0.21,0.1,0.07,0.14,0.38,0.2841905990144553
nifedipine,1.30b_B03,0.03,0.31,0.35,3.047,0.21,0.31,0.12,0.09,0.06,0.07,0.1,1.312,0.41,0.7,0.22,0.09,0.07,0.15,0.39,0.29560678901739845
nifedipine,1.30b_B03,0.03,0.31,0.352,3.05,0.21,0.31,0.12,0.09,0.06,0.06,0.1,1.323,0.42,0.68,0.21,0.08,0.08,0.13,0.39,0.3031043362065506
nifedipine,1.30b_B03,0.1,0.26,0.322,2.747,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.223,0.4,0.68,0.21,0.09,0.07,0.14,0.39,0.5051480051480052
nifedipine,1.30b_B03,0.1,0.26,0.389,2.524,0.2,0.3,0.12,0.09,0.05,0.06,0.09,1.222,0.37,0.62,0.19,0.09,0.07,0.12,0.34,0.49225749862692536
nifedipine,1.30b_B03,0.1,0.26,0.295,2.825,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.266,0.38,0.66,0.2,0.08,0.06,0.14,0.38,0.2290374271001446
nifedipine,1.30b_B03,0.1,0.26,0.331,2.765,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.227,0.39,0.68,0.21,0.08,0.07,0.14,0.39,0.22867802934296635
nifedipine,1.30b_B03,0.1,0.26,0.329,2.747,0.2,0.3,0.12,0.09,0.05,0.06,0.09,1.215,0.4,0.65,0.21,0.08,0.07,0.13,0.37,0.22933075985892235
nifedipine,1.30b_B03,0.1,0.26,0.328,2.724,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.198,0.39,0.67,0.22,0.08,0.07,0.15,0.37,0.2511817558375829
nifedipine,1.30b_B03,0.1,0.26,0.302,2.718,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.184,0.4,0.7,0.2,0.08,0.07,0.12,0.42,0.274902428904405
nifedipine,1.30b_B03,0.1,0.26,0.372,2.7,0.2,0.3,0.12,0.09,0.05,0.06,0.09,1.158,0.39,0.68,0.21,0.08,0.08,0.13,0.39,0.2900904557652964
nifedipine,1.30b_B03,0.1,0.26,0.331,2.704,0.2,0.3,0.12,0.09,0.05,0.06,0.09,1.165,0.39,0.67,0.21,0.08,0.08,0.14,0.37,0.2613201499311878
nifedipine,1.30b_B03,0.1,0.26,0.312,2.721,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.175,0.39,0.68,0.2,0.09,0.07,0.13,0.39,0.2342911714421359
nifedipine,1.30b_B03,0.1,0.26,0.369,2.719,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.155,0.38,0.67,0.21,0.08,0.08,0.13,0.39,0.23681453549933826
nifedipine,1.30b_B03,0.1,0.26,0.327,2.705,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.162,0.38,0.65,0.19,0.08,0.08,0.11,0.38,0.2468562603965929
nifedipine,1.30b_B03,0.1,0.26,0.329,2.701,0.2,0.3,0.12,0.09,0.06,0.06,0.09,1.159,0.39,0.66,0.21,0.08,0.07,0.13,0.37,0.2538249127348016
nifedipine,1.30b_B03,0.2,0.25,0.316,2.374,0.19,0.29,0.11,0.08,0.06,0.05,0.09,1.116,0.38,0.65,0.21,0.08,0.07,0.14,0.37,0.25176506507009117
nifedipine,1.30b_B03,0.2,0.25,0.325,2.356,0.19,0.29,0.11,0.08,0.05,0.06,0.09,1.107,0.38,0.68,0.2,0.08,0.08,0.12,0.4,0.24126211374076767
nifedipine,1.30b_B03,0.2,0.25,0.312,2.378,0.19,0.29,0.11,0.08,0.06,0.06,0.09,1.126,0.39,0.68,0.2,0.08,0.07,0.13,0.4,0.2287372526893424
nifedipine,1.30b_B03,0.2,0.25,0.31,2.369,0.19,0.29,0.11,0.08,0.06,0.06,0.09,1.104,0.39,0.67,0.2,0.08,0.06,0.13,0.4,0.23533454746861812
nifedipine,1.30b_B03,0.2,0.25,0.324,2.365,0.19,0.29,0.11,0.08,0.05,0.06,0.09,1.098,0.37,0.67,0.2,0.08,0.08,0.13,0.39,0.22046856926388964
nifedipine,1.30b_B03,0.2,0.25,0.305,2.367,0.19,0.29,0.11,0.08,0.06,0.05,0.09,1.066,0.39,0.69,0.21,0.08,0.08,0.13,0.4,0.21600921477660182
nifedipine,1.30b_B03,0.2,0.25,0.337,2.358,0.19,0.29,0.11,0.08,0.05,0.06,0.09,1.084,0.38,0.65,0.2,0.08,0.07,0.13,0.37,0.22873219178905532
nifedipine,1.30b_B03,0.2,0.25,0.336,2.349,0.19,0.29,0.11,0.08,0.06,0.05,0.09,1.086,0.38,0.67,0.19,0.08,0.07,0.11,0.4,0.24926291475276474
nifedipine,1.30b_B03,0.2,0.25,0.29,2.342,0.19,0.28,0.11,0.08,0.06,0.05,0.09,1.067,0.38,0.66,0.2,0.08,0.07,0.13,0.38,0.22950824408471332
nifedipine,1.30b_B03,0.2,0.25,0.315,2.36,0.19,0.29,0.11,0.08,0.05,0.06,0.09,1.086,0.38,0.63,0.19,0.08,0.06,0.13,0.36,0.22197962543631175
nifedipine,1.30b_B03,0.2,0.25,0.314,2.331,0.19,0.29,0.11,0.08,0.06,0.05,0.09,1.056,0.38,0.64,0.2,0.08,0.07,0.12,0.36,0.24261903697850684
nifedipine,1.30b_B03,0.3,0.23,5.51,2.04,0.19,0.28,0.11,0.08,0.05,0.05,0.09,1.032,0.37,0.62,0.2,0.08,0.07,0.13,0.35,0.16019154078216172
nifedipine,1.30b_B03,0.3,0.23,0.277,1.994,0.19,0.28,0.11,0.08,0.05,0.06,0.09,0.975,0.37,0.68,0.2,0.08,0.09,0.11,0.4,0.2212158411050695
nifedipine,1.30b_B03,0.3,0.23,0.312,1.964,0.19,0.28,0.11,0.08,0.06,0.05,0.09,0.973,0.36,0.65,0.19,0.08,0.06,0.13,0.38,0.26996074833258404
nifedipine,1.30b_B03,0.3,0.23,0.322,2.031,0.19,0.28,0.11,0.08,0.06,0.05,0.09,0.96,0.39,0.68,0.2,0.08,0.07,0.14,0.4,0.2119319507324352
nifedipine,1.30b_B03,0.3,0.23,0.282,2.024,0.19,0.28,0.11,0.08,0.05,0.06,0.09,0.959,0.38,0.63,0.18,0.07,0.07,0.12,0.37,0.2413484196471045
nifedipine,1.30b_B03,0.3,0.23,0.295,1.994,0.19,0.28,0.11,0.08,0.06,0.05,0.09,0.92,0.38,0.63,0.2,0.08,0.07,0.13,0.36,0.2738623165452433
nifedipine,1.30b_B03,0.3,0.23,0.287,1.981,0.19,0.28,0.11,0.08,0.05,0.06,0.09,0.912,0.37,0.63,0.2,0.08,0.07,0.13,0.35,0.28607355663258943
nifedipine,1.30b_B03,0.3,0.23,0.265,1.978,0.19,0.28,0.11,0.08,0.05,0.06,0.09,0.922,0.36,0.62,0.19,0.08,0.06,0.13,0.36,0.2903497682258744
nifedipine,1.30b_B03,0.3,0.23,0.3,1.983,0.19,0.28,0.11,0.08,0.05,0.06,0.09,0.913,0.37,0.64,0.19,0.08,0.07,0.12,0.37,0.253220237438315
nifedipine,1.30b_B03,0.3,0.23,0.302,2.014,0.19,0.28,0.11,0.08,0.05,0.06,0.09,0.9,0.38,0.64,0.19,0.08,0.07,0.12,0.37,0.2488672497058259
nifedipine,1.30b_B03,0.5,0.3,0.268,1.72,0.18,0.27,0.11,0.08,0.05,0.06,0.08,0.776,0.36,0.6,0.18,0.08,0.07,0.11,0.34,0.3275192519465462
nifedipine,1.30b_B03,0.5,0.3,0.276,1.777,0.18,0.27,0.11,0.08,0.05,0.06,0.09,0.832,0.36,0.61,0.18,0.08,0.06,0.12,0.35,0.3135309726521444
nifedipine,1.30b_B03,0.5,0.3,0.29,1.731,0.18,0.27,0.11,0.08,0.05,0.05,0.08,0.822,0.35,0.62,0.18,0.08,0.07,0.11,0.36,0.37323921123342535
nifedipine,1.30b_B03,0.5,0.3,0.322,1.713,0.18,0.27,0.1,0.08,0.05,0.05,0.08,0.849,0.35,0.61,0.18,0.08,0.08,0.11,0.35,0.36910654055158304
nifedipine,1.30b_B03,0.5,0.3,0.301,1.739,0.18,0.27,0.1,0.08,0.05,0.05,0.08,0.836,0.37,0.66,0.2,0.09,0.07,0.13,0.38,0.32280560510591305
nifedipine,1.30b_B03,0.5,0.3,0.282,1.785,0.18,0.27,0.1,0.08,0.05,0.05,0.08,0.863,0.38,0.65,0.21,0.08,0.07,0.14,0.37,0.25396294505278555
nifedipine,1.30b_B03,0.5,0.3,0.291,1.828,0.18,0.27,0.11,0.08,0.05,0.06,0.08,0.897,0.37,0.64,0.21,0.08,0.07,0.14,0.36,0.2693169480858065
nifedipine,1.30b_B03,0.5,0.3,0.277,1.764,0.18,0.27,0.1,0.08,0.05,0.05,0.08,0.874,0.37,0.67,0.19,0.08,0.08,0.12,0.4,0.2948074638941009
nifedipine,1.30b_B03,0.5,0.3,0.271,1.777,0.18,0.27,0.11,0.08,0.06,0.05,0.09,0.912,0.38,0.62,0.2,0.07,0.08,0.12,0.35,0.24796516406760732
nifedipine,1.30b_B03,0.5,0.3,0.303,1.792,0.18,0.27,0.11,0.08,0.05,0.05,0.09,0.942,0.37,0.64,0.18,0.07,0.06,0.12,0.39,0.2771493529140781
nifedipine,1.30b_B03,0.5,0.3,0.276,1.74,0.18,0.27,0.11,0.08,0.05,0.06,0.08,0.912,0.37,0.66,0.19,0.08,0.08,0.12,0.38,0.3503275663431685
nifedipine,1.30b_B03,0.5,0.3,0.236,1.706,0.18,0.27,0.1,0.08,0.05,0.05,0.08,0.906,0.37,0.65,0.21,0.07,0.06,0.14,0.37,0.3763643739744531
nifedipine,1.30b_B03,0.5,0.3,0.28,1.705,0.18,0.27,0.1,0.08,0.05,0.06,0.08,0.924,0.36,0.62,0.19,0.08,0.07,0.12,0.36,0.2887757468668683
nifedipine,1.30b_B03,0.5,0.3,0.289,1.81,0.18,0.27,0.11,0.08,0.05,0.05,0.09,1.0,0.35,0.65,0.19,0.08,0.06,0.13,0.37,0.2500965427409668
nifedipine,1.30b_B03,0.5,0.3,0.298,1.749,0.18,0.27,0.11,0.08,0.05,0.06,0.08,0.975,0.36,0.62,0.2,0.07,0.06,0.14,0.35,0.29911034968780054
nifedipine,1.30b_B03,4.0,0.5,0.216,0.245,0.16,0.24,0.09,0.07,0.04,0.05,0.07,0.311,0.31,0.58,0.18,0.07,0.07,0.11,0.33,0.455366230558687
nifedipine,1.30b_B03,4.0,0.5,0.237,0.24,0.15,0.23,0.09,0.07,0.04,0.05,0.08,0.301,0.34,0.52,0.17,0.08,0.08,0.08,0.28,0.30571271406489137
nifedipine,1.30b_B03,4.0,0.5,0.224,0.237,0.16,0.23,0.09,0.07,0.04,0.05,0.07,0.332,0.3,0.72,0.15,0.09,0.06,0.09,0.49,0.31035138655880956
nifedipine,1.30b_B03,4.0,0.5,0.218,0.233,0.16,0.23,0.09,0.07,0.04,0.05,0.08,0.323,0.29,0.55,0.13,0.08,0.06,0.07,0.34,0.4699260832549801
nifedipine,1.30b_B03,4.0,0.5,0.298,0.234,0.16,0.24,0.09,0.07,0.05,0.04,0.08,0.317,0.31,0.58,0.16,0.07,0.04,0.13,0.34,0.46943189100233296
nifedipine,1.30b_B03,4.0,0.5,0.232,0.232,0.16,0.24,0.09,0.07,0.04,0.05,0.08,0.306,0.29,0.6,0.16,0.08,0.06,0.1,0.36,0.5624896219626949
nifedipine,1.30b_B03,4.0,0.5,0.172,0.199,0.16,0.23,0.09,0.07,0.05,0.04,0.08,0.27,0.34,0.62,0.19,0.08,0.1,0.1,0.35,0.5649816276085827
nifedipine,1.30b_B03,4.0,0.5,0.247,0.225,0.16,0.23,0.09,0.07,0.04,0.05,0.07,0.287,0.32,0.57,0.16,0.08,0.05,0.12,0.33,0.47695901803424867
nifedipine,1.30b_B03,4.0,0.5,0.224,0.227,0.16,0.23,0.09,0.07,0.05,0.04,0.07,0.295,0.35,0.61,0.14,0.09,0.07,0.08,0.38,0.4738658201476321
nifedipine,1.30b_B03,4.0,0.5,0.253,0.228,0.16,0.23,0.09,0.07,0.05,0.04,0.08,0.279,0.34,0.72,0.15,0.08,0.05,0.09,0.49,0.4676732422337423
nifedipine,1.30b_B03,4.0,0.5,0.223,0.225,0.15,0.23,0.09,0.07,0.04,0.05,0.08,0.268,0.3,0.69,0.15,0.08,0.07,0.08,0.46,0.526162840390434
nifedipine,1.30b_B03,4.0,0.5,0.255,0.204,0.15,0.23,0.09,0.07,0.05,0.04,0.07,0.26,0.3,0.57,0.16,0.06,0.05,0.11,0.35,0.42636134182576924
nifedipine,1.30b_B03,4.0,0.5,0.23,0.197,0.16,0.23,0.09,0.07,0.05,0.04,0.08,0.234,0.35,0.63,0.16,0.07,0.06,0.1,0.4,0.3649646684887216
nifedipine,1.30b_B03,4.0,0.5,0.237,0.223,0.16,0.23,0.09,0.07,0.04,0.05,0.07,0.265,0.33,0.62,0.14,0.07,0.04,0.1,0.41,0.4673165538250855
nifedipine,1.30b_B03,4.0,0.5,0.19,0.223,0.15,0.23,0.09,0.07,0.04,0.05,0.07,0.257,0.33,0.68,0.15,0.09,0.06,0.09,0.45,0.47534896206156096
nifedipine,1.30b_B03,4.0,0.5,0.197,0.22,0.16,0.23,0.09,0.07,0.04,0.04,0.08,0.23,0.34,0.61,0.18,0.08,0.06,0.12,0.35,0.4654153380005829
nifedipine,1.30b_B03,4.0,0.5,0.232,0.217,0.16,0.24,0.09,0.07,0.04,0.05,0.08,0.229,0.31,0.58,0.17,0.08,0.04,0.13,0.33,0.46371948485332526
nifedipine,1.30b_B03,4.0,0.5,0.338,0.219,0.15,0.23,0.09,0.07,0.04,0.04,0.07,0.251,0.31,0.68,0.15,0.08,0.05,0.1,0.46,0.4680176872140556
nifedipine,1.30b_B03,4.0,0.5,0.191,0.22,0.16,0.23,0.09,0.07,0.05,0.04,0.08,0.226,0.31,0.59,0.15,0.07,0.07,0.08,0.36,0.4662904456277842
nifedipine,1.30b_B03,4.0,0.5,0.233,0.218,0.15,0.23,0.09,0.07,0.04,0.05,0.08,0.208,0.34,0.65,0.16,0.08,0.07,0.09,0.41,0.47020106940758144
nifedipine,1.30b_B03,4.0,0.5,0.209,0.215,0.15,0.23,0.09,0.07,0.04,0.04,0.08,0.22,0.31,0.61,0.16,0.07,0.04,0.12,0.38,0.4717600505643984
nifedipine,1.30b_B03,4.0,0.5,0.215,0.213,0.16,0.24,0.09,0.07,0.04,0.05,0.08,0.196,0.35,0.67,0.19,0.09,0.05,0.13,0.4,0.47209191824101215
nifedipine,1.30b_B03,4.0,0.5,0.213,0.211,0.16,0.23,0.09,0.07,0.05,0.04,0.07,0.199,0.36,0.71,0.18,0.1,0.07,0.11,0.43,0.5181549238628415
nifedipine,1.30b_B03,4.0,0.5,0.228,0.192,0.15,0.23,0.09,0.07,0.05,0.04,0.07,0.175,0.32,0.56,0.19,0.09,0.11,0.08,0.27,0.5278434107512906
