TSNE1,TSNE2,concentration,data_type,bct_id,drug,frequency[Hz]
19.460354,5.2709794,20.0,nifedipine,1.28b_B02,nifedipine,0.55
17.494646,6.0060873,20.0,nifedipine,1.28b_B02,nifedipine,0.55
24.131495,6.0490017,20.0,nifedipine,1.28b_B02,nifedipine,0.55
19.644344,3.6098404,20.0,nifedipine,1.28b_B02,nifedipine,0.55
22.629982,5.6542993,20.0,nifedipine,1.28b_B02,nifedipine,0.55
18.036266,5.190159,20.0,nifedipine,1.28b_B02,nifedipine,0.55
19.671753,3.243118,20.0,nifedipine,1.28b_B02,nifedipine,0.55
23.378592,4.7654176,20.0,nifedipine,1.28b_B02,nifedipine,0.55
22.365635,5.461725,20.0,nifedipine,1.28b_B02,nifedipine,0.55
22.577692,5.230434,20.0,nifedipine,1.28b_B02,nifedipine,0.55
20.80602,4.19111,20.0,nifedipine,1.28b_B02,nifedipine,0.55
17.984795,4.136342,20.0,nifedipine,1.28b_B02,nifedipine,0.55
18.939022,5.073932,20.0,nifedipine,1.28b_B02,nifedipine,0.55
23.320333,5.1674976,20.0,nifedipine,1.28b_B02,nifedipine,0.55
16.16877,4.8356433,20.0,nifedipine,1.28b_B02,nifedipine,0.55
12.547577,15.100126,20.0,nifedipine,1.28b_B02,nifedipine,0.55
21.208065,6.2036967,20.0,nifedipine,1.28b_B02,nifedipine,0.55
19.339476,5.438467,20.0,nifedipine,1.28b_B02,nifedipine,0.55
-24.66157,19.718176,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-25.600302,23.926003,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-26.793085,18.888552,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-23.764456,19.70296,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-24.189302,18.79469,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-23.95739,18.19878,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-26.082838,22.286892,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-23.262629,19.304636,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-24.19947,18.48409,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-25.056244,18.451756,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-25.753984,19.765676,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-25.969513,22.822977,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-23.903551,19.668524,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-25.821888,22.516495,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-25.982632,18.474712,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-24.730148,19.10436,0.01,nifedipine,1.30b_B03,nifedipine,0.33
-25.848726,20.432724,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-25.763271,23.449131,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-26.7299,20.097687,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-27.144154,19.922522,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-24.892588,17.599646,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-25.992659,23.202057,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-26.55366,19.979856,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-27.182562,20.103354,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-24.901827,19.075447,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-26.727747,22.523409,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-26.424147,19.390049,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-27.99566,19.044632,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-28.0093,19.208265,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-26.865017,22.966206,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-24.392775,20.261124,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-28.042665,19.800041,0.03,nifedipine,1.30b_B03,nifedipine,0.31
-30.08664,19.826792,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-35.44413,18.378252,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-32.203712,19.553547,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-31.828041,19.24006,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-34.130234,18.96719,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-31.617283,19.697382,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-31.669052,18.087915,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-34.2536,18.804773,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-34.20061,18.896362,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-32.002506,18.649204,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-32.338768,18.730621,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-32.662178,17.867493,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-32.24535,19.035385,0.1,nifedipine,1.30b_B03,nifedipine,0.26
-49.271965,3.1523619,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-41.367268,-4.0175424,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-49.78066,4.3324966,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-49.862095,4.3482046,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-41.615776,-4.0955725,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-49.11997,3.9685044,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-42.22778,-4.3179884,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-50.201214,3.3662276,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-49.394627,3.150438,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-42.47194,-4.946082,0.2,nifedipine,1.30b_B03,nifedipine,0.25
-49.73779,2.675476,0.2,nifedipine,1.30b_B03,nifedipine,0.25
10.03227,7.541625,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-41.047558,-3.908683,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-48.888203,2.3294396,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-48.82658,3.689221,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-43.09991,-5.1898994,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-49.377003,2.254975,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-43.562683,-4.1110215,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-43.761658,-4.974718,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-43.324024,-4.715133,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-43.14417,-4.582507,0.3,nifedipine,1.30b_B03,nifedipine,0.23
-45.113102,-6.1035647,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-44.353935,-5.694299,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-45.646366,-6.494491,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-45.940456,-6.534304,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-46.79302,-3.5469546,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-46.46704,-2.89052,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-44.517838,-3.2582934,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-46.900314,-4.512037,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-49.751854,1.7650572,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-43.771797,-6.39042,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-44.909508,-4.685704,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-46.45354,-2.8107557,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-44.87901,-5.2504735,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-43.615925,-6.2825246,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-44.200542,-3.7834735,0.5,nifedipine,1.30b_B03,nifedipine,0.3
-47.67945,0.84632725,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-45.875355,-1.6986841,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-46.7833,-1.7665571,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-46.535667,-1.0054506,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-39.495136,1.9419403,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-46.302803,-5.9566627,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-46.997597,-1.9060591,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-47.61336,-4.2675505,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-47.80354,0.62047195,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-48.242012,-5.0629582,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-44.601048,-1.470426,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-47.51416,-5.410728,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-47.871704,-1.1037099,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-47.31753,-2.4189758,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-45.46856,-2.2211823,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-47.331905,-3.311701,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-45.62987,-4.4814515,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-45.94836,-3.927145,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-45.206253,-2.66112,1.0,nifedipine,1.30b_B03,nifedipine,0.35
-58.348,-11.880474,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-59.766888,-12.976352,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-55.38256,-16.032888,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-58.994556,-13.459287,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-57.3171,-11.238393,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-58.213226,-12.616734,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-61.52439,-12.979141,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-58.005123,-11.698229,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-58.01549,-14.503007,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-54.848522,-15.269501,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-55.803295,-15.514134,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-57.666756,-12.387185,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-57.408234,-14.038773,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-56.694145,-13.742991,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-55.91512,-15.045736,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-57.121204,-11.866083,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-57.74062,-11.27738,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-55.531036,-14.950812,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-58.4274,-13.712256,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-56.68088,-14.509962,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-57.042084,-12.3929615,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-55.103046,-11.855413,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-55.004494,-14.037386,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-61.704388,-12.400296,4.0,nifedipine,1.30b_B03,nifedipine,0.5
-58.178837,-17.258636,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-56.823944,-17.233107,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-58.922375,-12.090176,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-58.610897,-10.058452,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-59.296562,-14.670746,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-59.401676,-16.221258,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-57.407047,-17.50384,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-49.687675,-7.103812,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-55.202843,-16.855917,10.0,nifedipine,1.30b_B03,nifedipine,0.21
-24.28639,22.791649,20.0,nifedipine,1.30b_B03,nifedipine,0.09
34.891777,-24.987041,0.1,ca_titration,1.13b_B19,ca_titration,0.74
39.57304,-36.806812,0.1,ca_titration,1.13b_B19,ca_titration,0.74
38.98483,-36.631756,0.1,ca_titration,1.13b_B19,ca_titration,0.74
40.028343,-35.724457,0.1,ca_titration,1.13b_B19,ca_titration,0.74
39.38525,-30.933556,0.1,ca_titration,1.13b_B19,ca_titration,0.74
36.35355,-37.414505,0.1,ca_titration,1.13b_B19,ca_titration,0.74
34.393463,-27.41432,0.1,ca_titration,1.13b_B19,ca_titration,0.74
39.741642,-32.75206,0.1,ca_titration,1.13b_B19,ca_titration,0.74
38.922012,-36.751125,0.1,ca_titration,1.13b_B19,ca_titration,0.74
40.430332,-34.313663,0.1,ca_titration,1.13b_B19,ca_titration,0.74
42.225113,-31.094965,0.1,ca_titration,1.13b_B19,ca_titration,0.74
34.86842,-26.49029,0.1,ca_titration,1.13b_B19,ca_titration,0.74
35.96384,-37.553513,0.1,ca_titration,1.13b_B19,ca_titration,0.74
38.22355,-30.610275,0.1,ca_titration,1.13b_B19,ca_titration,0.74
39.775944,-32.94311,0.1,ca_titration,1.13b_B19,ca_titration,0.74
40.922295,-33.941715,0.1,ca_titration,1.13b_B19,ca_titration,0.74
42.831306,-31.92362,0.1,ca_titration,1.13b_B19,ca_titration,0.74
35.887814,-25.404356,0.1,ca_titration,1.13b_B19,ca_titration,0.74
42.790142,-31.176483,0.1,ca_titration,1.13b_B19,ca_titration,0.74
41.559933,-33.006943,0.1,ca_titration,1.13b_B19,ca_titration,0.74
36.15025,-32.014626,0.1,ca_titration,1.13b_B19,ca_titration,0.74
37.75479,-30.853085,0.1,ca_titration,1.13b_B19,ca_titration,0.74
36.406036,-25.055513,0.1,ca_titration,1.13b_B19,ca_titration,0.74
42.07241,-33.151882,0.1,ca_titration,1.13b_B19,ca_titration,0.74
36.312126,-25.434685,0.1,ca_titration,1.13b_B19,ca_titration,0.74
40.96981,-31.71016,0.1,ca_titration,1.13b_B19,ca_titration,0.74
35.54883,-25.749203,0.1,ca_titration,1.13b_B19,ca_titration,0.74
36.3458,-25.877277,0.1,ca_titration,1.13b_B19,ca_titration,0.74
42.710945,-31.678581,0.1,ca_titration,1.13b_B19,ca_titration,0.74
38.441505,-32.950928,0.1,ca_titration,1.13b_B19,ca_titration,0.74
36.797752,-37.320156,0.1,ca_titration,1.13b_B19,ca_titration,0.74
39.774174,-36.43917,0.1,ca_titration,1.13b_B19,ca_titration,0.74
39.35544,-32.172825,0.1,ca_titration,1.13b_B19,ca_titration,0.74
37.471558,-14.338503,0.1,ca_titration,1.13b_B19,ca_titration,0.74
40.68653,-32.972954,0.1,ca_titration,1.13b_B19,ca_titration,0.74
38.799282,-30.301186,0.1,ca_titration,1.13b_B19,ca_titration,0.74
41.539425,-32.506195,0.1,ca_titration,1.13b_B19,ca_titration,0.74
40.162937,-32.659542,0.1,ca_titration,1.13b_B19,ca_titration,0.74
40.84399,-33.507835,0.1,ca_titration,1.13b_B19,ca_titration,0.74
36.290943,-31.794184,0.1,ca_titration,1.13b_B19,ca_titration,0.74
38.391644,-9.640854,0.4,ca_titration,1.13b_B19,ca_titration,0.63
37.199192,-10.416273,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.126305,-7.8494406,0.4,ca_titration,1.13b_B19,ca_titration,0.63
34.42288,-12.717051,0.4,ca_titration,1.13b_B19,ca_titration,0.63
37.203857,-6.736057,0.4,ca_titration,1.13b_B19,ca_titration,0.63
37.443626,-6.514516,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.69992,-10.873734,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.925694,-11.742597,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.63419,-7.515493,0.4,ca_titration,1.13b_B19,ca_titration,0.63
37.347095,-10.778854,0.4,ca_titration,1.13b_B19,ca_titration,0.63
34.568058,-10.537743,0.4,ca_titration,1.13b_B19,ca_titration,0.63
33.773445,-14.38541,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.09007,-10.674399,0.4,ca_titration,1.13b_B19,ca_titration,0.63
34.672325,-9.745489,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.158657,-8.785263,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.40208,-7.065192,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.014885,-11.06322,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.974445,-9.735012,0.4,ca_titration,1.13b_B19,ca_titration,0.63
33.93699,-10.485221,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.50597,-11.795234,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.806843,-8.311628,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.14475,-12.939915,0.4,ca_titration,1.13b_B19,ca_titration,0.63
33.60504,-14.475571,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.450314,-7.040829,0.4,ca_titration,1.13b_B19,ca_titration,0.63
37.466347,-6.463625,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.765953,-9.458194,0.4,ca_titration,1.13b_B19,ca_titration,0.63
37.43499,-8.926458,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.966114,-9.823474,0.4,ca_titration,1.13b_B19,ca_titration,0.63
34.92962,-10.609027,0.4,ca_titration,1.13b_B19,ca_titration,0.63
34.40884,-10.9884,0.4,ca_titration,1.13b_B19,ca_titration,0.63
33.410164,-12.34304,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.297993,-12.864963,0.4,ca_titration,1.13b_B19,ca_titration,0.63
37.818363,-9.18927,0.4,ca_titration,1.13b_B19,ca_titration,0.63
35.290974,-11.6696205,0.4,ca_titration,1.13b_B19,ca_titration,0.63
36.396824,-8.8895035,0.4,ca_titration,1.13b_B19,ca_titration,0.63
32.994602,-6.7039204,0.6,ca_titration,1.13b_B19,ca_titration,0.61
33.254158,-8.882214,0.6,ca_titration,1.13b_B19,ca_titration,0.61
34.047844,-8.384166,0.6,ca_titration,1.13b_B19,ca_titration,0.61
33.680355,-6.5938745,0.6,ca_titration,1.13b_B19,ca_titration,0.61
33.285233,-7.7218394,0.6,ca_titration,1.13b_B19,ca_titration,0.61
32.964935,-9.089801,0.6,ca_titration,1.13b_B19,ca_titration,0.61
31.50298,-5.9944277,0.6,ca_titration,1.13b_B19,ca_titration,0.61
33.377686,-6.8111987,0.6,ca_titration,1.13b_B19,ca_titration,0.61
33.403576,-14.577164,0.6,ca_titration,1.13b_B19,ca_titration,0.61
19.729536,-1.1011229,1.0,ca_titration,1.13b_B19,ca_titration,0.61
18.466139,-0.7884544,1.0,ca_titration,1.13b_B19,ca_titration,0.61
17.727356,-13.708032,1.0,ca_titration,1.13b_B19,ca_titration,0.61
13.014505,-3.5336666,1.0,ca_titration,1.13b_B19,ca_titration,0.61
10.435705,7.3268585,1.0,ca_titration,1.13b_B19,ca_titration,0.61
12.241021,-3.4331858,1.0,ca_titration,1.13b_B19,ca_titration,0.61
19.165104,-3.7438087,1.0,ca_titration,1.13b_B19,ca_titration,0.61
19.001862,-1.8720336,1.0,ca_titration,1.13b_B19,ca_titration,0.61
12.884083,-3.9468973,1.0,ca_titration,1.13b_B19,ca_titration,0.61
21.717514,-0.4209873,1.0,ca_titration,1.13b_B19,ca_titration,0.61
18.093384,-8.366169,1.0,ca_titration,1.13b_B19,ca_titration,0.61
17.852875,-3.907289,1.0,ca_titration,1.13b_B19,ca_titration,0.61
15.35292,-3.3200932,1.0,ca_titration,1.13b_B19,ca_titration,0.61
20.135544,-0.7766838,1.0,ca_titration,1.13b_B19,ca_titration,0.61
12.681462,-4.6787,1.0,ca_titration,1.13b_B19,ca_titration,0.61
19.019403,-2.219635,1.0,ca_titration,1.13b_B19,ca_titration,0.61
14.023947,-4.350653,1.0,ca_titration,1.13b_B19,ca_titration,0.61
13.793547,-3.8121448,1.0,ca_titration,1.13b_B19,ca_titration,0.61
20.768627,-8.015928,1.0,ca_titration,1.13b_B19,ca_titration,0.61
18.188972,-5.0078263,1.0,ca_titration,1.13b_B19,ca_titration,0.61
21.66467,-0.42855993,1.0,ca_titration,1.13b_B19,ca_titration,0.61
16.947477,-3.618711,1.0,ca_titration,1.13b_B19,ca_titration,0.61
13.7514105,-5.0536814,1.0,ca_titration,1.13b_B19,ca_titration,0.61
14.44567,0.9616525,1.0,ca_titration,1.13b_B19,ca_titration,0.61
17.072508,-4.205659,1.0,ca_titration,1.13b_B19,ca_titration,0.61
20.69176,-0.23587912,1.0,ca_titration,1.13b_B19,ca_titration,0.61
13.09355,-4.802613,1.0,ca_titration,1.13b_B19,ca_titration,0.61
16.461624,-3.9218273,1.0,ca_titration,1.13b_B19,ca_titration,0.61
17.330885,-3.8832526,1.0,ca_titration,1.13b_B19,ca_titration,0.61
14.280403,-2.5238965,1.0,ca_titration,1.13b_B19,ca_titration,0.61
18.87357,-4.39893,1.0,ca_titration,1.13b_B19,ca_titration,0.61
19.651775,-0.08288598,1.0,ca_titration,1.13b_B19,ca_titration,0.61
19.368734,-0.40838164,1.0,ca_titration,1.13b_B19,ca_titration,0.61
18.203627,-10.276756,1.0,ca_titration,1.13b_B19,ca_titration,0.61
12.634368,-2.0772753,1.5,ca_titration,1.13b_B19,ca_titration,0.55
10.722569,2.0772138,1.5,ca_titration,1.13b_B19,ca_titration,0.55
13.065321,-1.1904598,1.5,ca_titration,1.13b_B19,ca_titration,0.55
16.431763,0.3154778,1.5,ca_titration,1.13b_B19,ca_titration,0.55
13.463378,-1.7455784,1.5,ca_titration,1.13b_B19,ca_titration,0.55
14.493058,3.0651445,1.5,ca_titration,1.13b_B19,ca_titration,0.55
12.828984,0.79282767,1.5,ca_titration,1.13b_B19,ca_titration,0.55
13.664312,3.438067,1.5,ca_titration,1.13b_B19,ca_titration,0.55
14.7832775,0.2812503,1.5,ca_titration,1.13b_B19,ca_titration,0.55
16.369066,-1.6076956,1.5,ca_titration,1.13b_B19,ca_titration,0.55
10.430503,7.328,1.5,ca_titration,1.13b_B19,ca_titration,0.55
12.151658,-1.9119911,1.5,ca_titration,1.13b_B19,ca_titration,0.55
13.361995,-1.8098729,1.5,ca_titration,1.13b_B19,ca_titration,0.55
10.7423315,2.0729306,1.5,ca_titration,1.13b_B19,ca_titration,0.55
15.35488,-0.016204998,1.5,ca_titration,1.13b_B19,ca_titration,0.55
15.065291,-0.602017,1.5,ca_titration,1.13b_B19,ca_titration,0.55
11.450053,-0.99602145,1.5,ca_titration,1.13b_B19,ca_titration,0.55
14.137431,0.13329104,1.5,ca_titration,1.13b_B19,ca_titration,0.55
15.676288,-2.2216172,1.5,ca_titration,1.13b_B19,ca_titration,0.55
16.425903,-2.7608218,1.5,ca_titration,1.13b_B19,ca_titration,0.55
9.337938,2.7216406,1.5,ca_titration,1.13b_B19,ca_titration,0.55
14.170267,-1.3081079,1.5,ca_titration,1.13b_B19,ca_titration,0.55
16.82378,0.3452339,1.5,ca_titration,1.13b_B19,ca_titration,0.55
11.566749,-2.1817887,1.5,ca_titration,1.13b_B19,ca_titration,0.55
17.955803,1.0134844,1.5,ca_titration,1.13b_B19,ca_titration,0.55
13.714334,3.528701,1.5,ca_titration,1.13b_B19,ca_titration,0.55
16.782621,-2.6615887,1.5,ca_titration,1.13b_B19,ca_titration,0.55
16.706682,0.30005217,1.5,ca_titration,1.13b_B19,ca_titration,0.55
17.613071,-0.58687574,1.5,ca_titration,1.13b_B19,ca_titration,0.55
17.763605,0.26567537,1.5,ca_titration,1.13b_B19,ca_titration,0.55
15.892624,1.4561956,1.5,ca_titration,1.13b_B19,ca_titration,0.55
14.39405,21.312033,2.0,ca_titration,1.13b_B19,ca_titration,0.48
11.252873,22.736338,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.584938,22.893093,2.0,ca_titration,1.13b_B19,ca_titration,0.48
12.736871,19.563332,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.096932,21.412088,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.085356,19.844593,2.0,ca_titration,1.13b_B19,ca_titration,0.48
11.198271,15.953102,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.057942,22.425293,2.0,ca_titration,1.13b_B19,ca_titration,0.48
12.217472,22.991238,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.747226,19.56032,2.0,ca_titration,1.13b_B19,ca_titration,0.48
12.464428,23.475544,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.317564,21.021729,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.250978,21.424482,2.0,ca_titration,1.13b_B19,ca_titration,0.48
15.058649,22.02684,2.0,ca_titration,1.13b_B19,ca_titration,0.48
22.876862,7.683004,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.662886,22.15357,2.0,ca_titration,1.13b_B19,ca_titration,0.48
14.684866,19.925364,2.0,ca_titration,1.13b_B19,ca_titration,0.48
14.070924,21.703455,2.0,ca_titration,1.13b_B19,ca_titration,0.48
14.754483,20.283363,2.0,ca_titration,1.13b_B19,ca_titration,0.48
14.656408,19.457724,2.0,ca_titration,1.13b_B19,ca_titration,0.48
11.452173,17.677694,2.0,ca_titration,1.13b_B19,ca_titration,0.48
13.386669,18.176939,2.0,ca_titration,1.13b_B19,ca_titration,0.48
12.521976,21.31248,2.0,ca_titration,1.13b_B19,ca_titration,0.48
12.181659,18.233522,2.0,ca_titration,1.13b_B19,ca_titration,0.48
12.32531,19.661724,2.0,ca_titration,1.13b_B19,ca_titration,0.48
34.27837,-32.625496,0.2,ca_titration,1.20b_B01,ca_titration,0.85
33.717045,-34.61456,0.2,ca_titration,1.20b_B01,ca_titration,0.85
